Player,Season - Club played for,Competition name,Value currency (million),Market value,Current club (20/21 season),Player nationality,Player age,Position,games_appearances,mins_played,goals,goal_assist,Average of Attempts per 90 mins weighted by mins_played per _Season - Club - Competition,total_scoring_att,Average of Attempts on target weighted by mins_played per _Season - Club - Competition,Average of Conversion rate weighted by total_scoring_att per _Season - Club - Competition,Big chances missed,Average of Minute per goal weighted by goals per _Season - Club - Competition,Average of Minute per assist weighted by goals per _Season - Club - Competition,Average of Minute per goal or assist weighted by goals per _Season - Club - Competition,Dribbles per 90 minutes weighted by mins_played per _Season - Club - Competition,Offsides per 90 mins weighted by mins_played per _Season - Club - Competition,Was fouled per 90 mins weighted by mins_played per _Season - Club - Competition,att_pen_goal,Penalties missed,Average of Penalty conversion rate weighted by mins_played per _Season - Club - Competition
Irfan Can Kahveci,2018/2019 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,32,2544,4,5,1.875,53,"30,2%","7,5%",3,636,509,283,1.4150943396226414,0.21226415094339623,1.6981132075471699,,,
Irfan Can Kahveci,2019/2020 - Istanbul Basaksehir,Turkish Super Lig,€,11.1,Istanbul Basaksehir FK,Turkey,"25,58",CM,29,2424,4,5,1.745049504950495,47,"29,8%","8,5%",3,606,485,269,2.7846534653465347,0.07425742574257425,1.448019801980198,,,
Ismaïla Sarr,2018/2019 - Rennes,UEFA Europa League,€,23.9,Watford FC,Senegal,"22,97",RW,9,734,4,2,2.5749318801089918,21,"42,9%","19,0%",2,184,367,122,1.7166212534059946,0.6130790190735694,3.188010899182561,,,
Jesús Corona,2019/2020 - FC Porto,Portuguese Primeira Liga,€,29.7,FC Porto,Mexico,"28,11",RW,33,2762,4,11,0.9123823316437364,28,"21,4%","14,3%",3,691,251,184,2.2809558291093412,0.09775524981897175,2.0854453294713973,,,
João Pedro,2019/2020 - Fluminense,Brazilian Serie A,€,11.2,Watford FC,Brazil,"19,39",FW,25,1695,4,1,3.0265486725663715,57,"36,8%","7,0%",6,424,1695,339,2.3893805309734515,0.5309734513274336,1.752212389380531,,,
Jorginho,2019/2020 - Chelsea,English Premier League,€,44,Chelsea FC,Italy,"29,15",DM,31,2384,4,2,0.45302013422818793,12,"33,3%","33,3%",,596,1192,397,0.49077181208053694,,1.1325503355704698,3,,"100,0%"
Joshua Kimmich,2017/2018 - FC Bayern München,UEFA Champions League,€,96.5,FC Bayern München,Germany,"26,02",DM,11,897,4,3,0.7023411371237458,7,"57,1%","57,1%",,224,299,128,0.20066889632107024,0.3010033444816054,0.7023411371237458,,,
Joshua Kimmich,2019/2020 - FC Bayern München,German Bundesliga,€,96.5,FC Bayern München,Germany,"26,02",DM,33,2822,4,7,0.8291991495393338,26,"50,0%","15,4%",,706,403,257,0.6059532246633593,0.1275690999291283,1.435152374202693,,,
Jude Bellingham,2019/2020 - Birmingham City,English Football League - Championship,€,45,Borussia Dortmund,England,"17,63",CM,41,2709,4,2,1.6943521594684385,51,"23,5%","7,8%",3,677,1355,452,1.5282392026578073,0.09966777408637874,1.893687707641196,,,
Kai Havertz,2016/2017 - Bayer 04 Leverkusen,German Bundesliga,€,90,Chelsea FC,Germany,"21,68",AM,24,1449,4,5,1.8633540372670807,30,"53,3%","13,3%",2,362,290,161,1.5527950310559007,0.062111801242236024,1.1801242236024845,,,
Kai Havertz,2019/2020 - Bayer 04 Leverkusen,UEFA Europa League,€,90,Chelsea FC,Germany,"21,68",AM,5,450,4,2,2.2,11,"45,5%","36,4%",2,113,225,75,1,0.2,1.2000000000000002,2,0,"100,0%"
Kingsley Coman,2019/2020 - FC Bayern München,German Bundesliga,€,65.9,FC Bayern München,France,"24,67",LW,24,1507,4,3,2.209688122096881,37,"40,5%","10,8%",7,377,502,215,3.463835434638354,0.23888520238885202,2.0305242203052423,,,
Koke,2016/2017 - Atlético de Madrid,Spanish La Liga,€,48.9,Atlético de Madrid,Spain,"29,10",CM,36,3171,4,8,0.7663197729422896,27,"37,0%","14,8%",1,793,396,264,0.3973509933774834,0.08514664143803216,1.5894039735099337,,,
Koke,2017/2018 - Atlético de Madrid,Spanish La Liga,€,48.9,Atlético de Madrid,Spain,"29,10",CM,35,2762,4,4,0.944967414916727,29,"48,3%","13,8%",2,691,691,345,0.6517016654598117,0.03258508327299058,1.6618392469225198,,,
Koke,2019/2020 - Atlético de Madrid,Spanish La Liga,€,48.9,Atlético de Madrid,Spain,"29,10",CM,32,2699,4,5,0.766950722489811,23,"39,1%","17,4%",,675,540,300,0.46683957021118944,0.033345683586513526,1.1004075583549464,,,
Kurt Zouma,2020/2021 - Chelsea,English Premier League,€,48.2,Chelsea FC,France,"26,30",CB,10,900,4,0,0.8,8,"75,0%","50,0%",0,225,,225,0,0,0.1,0,0,"0,0%"
Kylian Mbappé,2017/2018 - Paris Saint-Germain,UEFA Champions League,€,185,Paris Saint-Germain FC,France,"22,15",LW,8,658,4,3,3.282674772036474,24,"54,2%","16,7%",5,165,219,94,3.6930091185410334,0.8206686930091185,0.9574468085106383,,,
Kylian Mbappé,2018/2019 - Paris Saint-Germain,UEFA Champions League,€,185,Paris Saint-Germain FC,France,"22,15",LW,8,701,4,5,3.723252496433666,29,"37,9%","13,8%",6,175,140,78,2.182596291012839,0.7703281027104137,1.5406562054208275,,,
Leon Goretzka,2017/2018 - FC Schalke 04,German Bundesliga,€,59.3,FC Bayern München,Germany,"26,03",CM,26,1983,4,2,2.042360060514372,45,"40,0%","8,9%",2,496,992,331,0.5900151285930408,0.1361573373676248,2.496217851739788,1,,"100,0%"
Leroy Sané,2018/2019 - Manchester City,UEFA Champions League,€,75.8,FC Bayern München,Germany,"25,10",LW,8,395,4,4,2.7341772151898733,12,"41,7%","33,3%",,99,99,49,4.329113924050633,0.22784810126582278,1.3670886075949367,,,
Lionel Messi,2020/2021 - Barcelona,Spanish La Liga,€,74.5,FC Barcelona,Argentina,"33,64",RW,10,855,4,0,5.157894736842105,49,"51,0%","8,2%",3,214,,214,4.526315789473684,0.21052631578947367,2.6315789473684212,2,0,"100,0%"
Lucas Ocampos,2017/2018 - Marseille,UEFA Europa League,€,52,Sevilla FC,Argentina,"26,60",RW,13,964,4,1,2.800829875518672,30,"40,0%","13,3%",5,241,964,193,2.987551867219917,0.18672199170124482,2.894190871369294,,,
Lucas Ocampos,2018/2019 - Marseille,French Ligue 1,€,52,Sevilla FC,Argentina,"26,60",RW,34,2714,4,7,2.056005895357406,62,"37,1%","6,5%",4,679,388,247,2.188651436993368,0.19896831245394253,2.122328666175387,,,
Marcel Sabitzer,2018/2019 - RB Leipzig,German Bundesliga,€,41.3,RB Leipzig,Austria,"26,91",RW,30,2351,4,3,2.4117396852403234,63,"25,4%","6,3%",6,588,784,336,0.6125053168864313,0.19140791152700978,1.1484474691620588,,,
Marcel Sabitzer,2019/2020 - RB Leipzig,UEFA Champions League,€,41.3,RB Leipzig,Austria,"26,91",RW,9,806,4,3,2.456575682382134,22,"40,9%","18,2%",0,202,269,115,0.5583126550868487,0.11166253101736973,0.8933002481389578,0,0,"0,0%"
Marcos Llorente,2020/2021 - Atlético de Madrid,Spanish La Liga,€,41.1,Atlético de Madrid,Spain,"26,04",FW,10,568,4,2,2.0598591549295775,13,"53,8%","30,8%",0,142,284,95,1.426056338028169,0.15845070422535212,0.9507042253521126,0,0,"0,0%"
Martin Ødegaard,2019/2020 - Real Sociedad,Spanish La Liga,€,50,Real Madrid CF,Norway,"22,16",AM,31,2532,4,6,1.7772511848341233,50,"32,0%","8,0%",,633,422,253,2.2393364928909953,,1.3151658767772512,,,
Matías Zaracho,2019/2020 - Racing Club,Argentina Superliga,€,16.5,Clube Atlético Mineiro,Argentina,"22,93",AM,19,1600,4,1,1.74375,31,"45,2%","12,9%",,400,1600,320,1.5750000000000002,0.16875,1.35,,,
Matthijs de Ligt,2019/2020 - Juventus,Italian Serie A,€,88.5,Juventus FC,Netherlands,"21,51",CB,29,2448,4,,0.6617647058823529,18,"50,0%","22,2%",2,612,,612,0.03676470588235294,,0.6617647058823529,,,
Mauro Icardi,2018/2019 - Internazionale,UEFA Champions League,€,41.5,Paris Saint-Germain FC,Argentina,"27,99",FW,6,540,4,,3.5,21,"38,1%","19,0%",4,135,,135,0.16666666666666669,0.6666666666666667,0.5,,,
Milan Skriniar,2017/2018 - Internazionale,Italian Serie A,€,42.5,FC Internazionale Milano,Slovakia,"26,01",CB,38,3420,4,,0.5526315789473685,21,"47,6%","19,0%",2,855,,855,0.5,,0.7631578947368419,,,
Mohamed Salah,2019/2020 - Liverpool,UEFA Champions League,€,115,Liverpool FC,Egypt,"28,67",RW,8,731,4,2,4.432284541723666,36,"30,6%","11,1%",7,183,366,122,2.954856361149111,0.3693570451436389,0.3693570451436389,0,0,"0,0%"
Myron Boadu,2019/2020 - AZ,UEFA Europa League,€,22,AZ Alkmaar,Netherlands,"20,09",FW,7,623,4,2,2.6003210272873196,18,"38,9%","22,2%",8,156,312,104,0.7223113964686998,1.1556982343499198,2.0224719101123596,0,0,"0,0%"
Neymar,2016/2017 - Barcelona,UEFA Champions League,€,115,Paris Saint-Germain FC,Brazil,"29,03",LW,9,797,4,8,2.258469259723965,20,"50,0%","20,0%",2,199,100,66,5.646173149309913,0.2258469259723965,3.613550815558344,1,1,"50,0%"
N'Golo Kanté,2018/2019 - Chelsea,English Premier League,€,51.5,Chelsea FC,France,"29,88",CM,36,3095,4,4,0.8432956381260097,29,"20,7%","13,8%",4,774,774,387,0.9305331179321487,0.17447495961227788,0.3780290791599354,,,
Ozan Tufan,2020/2021 - Fenerbahçe,Turkish Super Lig,€,9.4,Fenerbahce SK,Turkey,"25,90",CM,11,773,4,1,2.3285899094437257,20,"25,0%","20,0%",1,193,773,155,1.3971539456662354,0,2.445019404915912,1,0,"100,0%"
Paulo Dybala,2016/2017 - Juventus,UEFA Champions League,€,61.6,Juventus FC,Argentina,"27,25",FW,11,797,4,,2.5972396486825597,23,"39,1%","17,4%",1,199,,199,2.8230865746549565,0.33877038895859474,3.5006273525721454,1,,"100,0%"
Pedri,2019/2020 - Las Palmas,Spanish Segunda Division,€,58.1,FC Barcelona,Spain,"18,22",AM,36,2833,4,6,1.3660430638898693,43,"32,6%","9,3%",1,708,472,283,2.128485704200494,0.06353688669255206,1.4295799505824214,,,
Pedro de La Vega,2019/2020 - Lanús,Argentina Superliga,€,10,Club Atlético Lanús,Argentina,"20,02",RW,17,361,4,,4.7368421052631575,19,"47,4%","21,1%",2,90,,90,4.238227146814404,,1.994459833795014,,,
Pierre-Emerick Aubameyang,2017/2018 - Borussia Dortmund,UEFA Champions League,€,39.5,Arsenal FC,Gabon,"31,66",FW,6,540,4,,3.8333333333333335,23,"43,5%","17,4%",6,135,,135,0.5,0.8333333333333333,0.16666666666666669,,,
Pierre-Emile Höjbjerg,2018/2019 - Southampton,English Premier League,€,46.3,Tottenham Hotspur FC,Denmark,"25,53",DM,31,2764,4,3,1.7257597684515196,53,"35,8%","7,5%",1,691,921,395,0.7163531114327062,,1.5629522431259044,,,
Piotr Zielinski,2017/2018 - Napoli,Italian Serie A,€,40.5,SSC Napoli,Poland,"26,74",CM,36,1659,4,2,2.115732368896926,39,"38,5%","10,3%",,415,830,277,2.278481012658228,0.10849909584086799,1.410488245931284,,,
Raheem Sterling,2017/2018 - Manchester City,UEFA Champions League,€,125,Manchester City FC,England,"26,19",LW,8,495,4,1,1.8181818181818183,10,"60,0%","40,0%",1,124,495,99,4.363636363636363,0.7272727272727273,2.3636363636363638,,,
Raúl Jiménez,2019/2020 - Wolverhampton Wanderers,UEFA Europa League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,9,764,4,3,3.180628272251309,27,"44,4%","14,8%",3,191,255,109,1.4136125654450258,0.11780104712041886,1.0602094240837696,2,1,"66,7%"
Raúl Jiménez,2020/2021 - Wolverhampton Wanderers,English Premier League,€,45.5,Wolverhampton Wanderers FC,Mexico,"29,78",FW,10,824,4,0,2.8398058252427183,26,"38,5%","15,4%",2,206,,206,1.0922330097087378,0.4368932038834951,1.8567961165048545,0,0,"0,0%"
Richarlison,2016/2017 - Fluminense,Brazilian Serie A,€,59.7,Everton FC,Brazil,"23,76",FW,28,1508,4,1,2.2082228116710874,37,"29,7%","10,8%",2,377,1508,302,1.7307692307692308,0.596816976127321,3.4018567639257293,1,1,"50,0%"
Riyad Mahrez,2016/2017 - Leicester City,UEFA Champions League,€,51.5,Manchester City FC,Algeria,"29,98",RW,9,775,4,2,1.7419354838709677,15,"46,7%","26,7%",,194,388,129,3.0193548387096776,0.34838709677419355,1.3935483870967742,2,,"100,0%"
Riyad Mahrez,2020/2021 - Manchester City,English Premier League,€,51.5,Manchester City FC,Algeria,"29,98",RW,8,684,4,1,2.894736842105263,22,"45,5%","18,2%",0,171,684,137,2.236842105263158,0,1.0526315789473684,0,0,"0,0%"
Roberto Firmino,2018/2019 - Liverpool,UEFA Champions League,€,63.7,Liverpool FC,Brazil,"29,37",FW,12,748,4,1,2.0454545454545454,17,"47,1%","23,5%",1,187,748,150,1.2032085561497325,0.12032085561497326,1.0828877005347592,,,
Rodrygo,2019/2020 - Real Madrid,UEFA Champions League,€,55.3,Real Madrid CF,Brazil,"20,10",RW,5,331,4,3,2.175226586102719,8,"62,5%","50,0%",1,83,110,47,2.4471299093655587,0,1.0876132930513596,0,0,"0,0%"
Romelu Lukaku,2020/2021 - Internazionale,UEFA Champions League,€,104.6,FC Internazionale Milano,Belgium,"27,76",FW,5,446,4,0,3.0269058295964126,15,"53,3%","26,7%",2,112,,112,2.0179372197309418,1.0089686098654709,0.6053811659192826,0,0,"0,0%"
Rúben Neves,2018/2019 - Wolverhampton Wanderers,English Premier League,€,51.1,Wolverhampton Wanderers FC,Portugal,"23,92",DM,35,3009,4,3,2.213359920239282,74,"21,6%","5,4%",,752,1003,430,0.32901296111665007,,0.5383848454636092,2,,"100,0%"
Sadio Mané,2018/2019 - Liverpool,UEFA Champions League,€,110,Liverpool FC,Senegal,"28,85",LW,13,1150,4,1,1.9565217391304348,25,"32,0%","16,0%",10,288,1150,230,2.1913043478260867,1.0956521739130434,1.9565217391304348,,1,
Sadio Mané,2020/2021 - Liverpool,English Premier League,€,110,Liverpool FC,Senegal,"28,85",LW,10,825,4,1,3.4909090909090907,32,"46,9%","12,5%",5,206,825,165,2.727272727272727,1.2000000000000002,3.4909090909090907,0,0,"0,0%"
Santos Borré,2018/2019 - River Plate,Argentina Superliga,€,8.5,River Plate,Colombia,"25,42",FW,19,1299,4,3,2.147806004618938,31,"41,9%","12,9%",11,325,433,186,0.6235565819861432,1.9399538106235565,0.9006928406466512,1,,"100,0%"
Saúl Ñíguez,2016/2017 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,33,2543,4,3,1.663389697208022,47,"29,8%","8,5%",1,636,848,363,1.1679119150609516,0.10617381046008652,1.0971293747542272,,,
Saúl Ñíguez,2016/2017 - Atlético de Madrid,UEFA Champions League,€,85,Atlético de Madrid,Spain,"26,23",CM,12,839,4,,1.930870083432658,18,"38,9%","22,2%",,210,,210,0.8581644815256257,0.21454112038140644,1.1799761620977354,,,
Saúl Ñíguez,2018/2019 - Atlético de Madrid,Spanish La Liga,€,85,Atlético de Madrid,Spain,"26,23",CM,33,2925,4,1,1.6,52,"38,5%","7,7%",4,731,2925,585,1.0461538461538462,0.2153846153846154,0.8,,1,
Scott McTominay,2019/2020 - Manchester United,English Premier League,€,39.7,Manchester United FC,Scotland,"24,19",CM,27,1770,4,1,1.4745762711864407,29,"34,5%","13,8%",1,443,1770,354,1.576271186440678,,2.694915254237288,,,
Serge Gnabry,2020/2021 - FC Bayern München,German Bundesliga,€,95,FC Bayern München,Germany,"25,59",RW,9,617,4,0,2.771474878444084,19,"47,4%","21,1%",1,154,,154,0.7293354943273905,0.2917341977309562,1.0210696920583469,0,0,"0,0%"
Sergej Milinkovic-Savic,2016/2017 - Lazio,Italian Serie A,€,65,SS Lazio,Serbia,"25,97",CM,34,2733,4,7,2.2722283205268936,69,"27,5%","5,8%",5,683,390,248,1.4489571899012075,0.26344676180021953,2.0417124039517014,,,
Teun Koopmeiners,2020/2021 - AZ,Dutch Eredivisie,€,22.9,AZ Alkmaar,Netherlands,"22,96",DM,10,900,4,2,2,20,"40,0%","20,0%",2,225,450,150,0.6000000000000001,0.1,0.6000000000000001,2,2,"50,0%"
Thiago Almada,2019/2020 - Vélez Sarsfield,Argentina Superliga,€,21,Vélez Sarsfield,Argentina,"19,80",AM,22,1198,4,,1.9532554257095158,26,"38,5%","15,4%",2,300,,300,2.7796327212020033,,1.5025041736227045,1,,"100,0%"
Timo Werner,2017/2018 - RB Leipzig,UEFA Europa League,€,88.2,Chelsea FC,Germany,"24,94",FW,5,445,4,2,3.842696629213483,19,"36,8%","21,1%",3,111,223,74,1.4157303370786516,1.6179775280898878,0.6067415730337079,,1,
Timo Werner,2019/2020 - RB Leipzig,UEFA Champions League,€,88.2,Chelsea FC,Germany,"24,94",FW,8,579,4,2,4.507772020725389,29,"37,9%","13,8%",3,145,290,97,1.0880829015544042,1.8652849740932642,0.9326424870466321,2,0,"100,0%"
Timo Werner,2020/2021 - Chelsea,English Premier League,€,88.2,Chelsea FC,Germany,"24,94",FW,11,937,4,3,2.6894343649946637,28,"50,0%","14,3%",6,234,312,134,1.248665955176094,1.056563500533618,0.96051227321238,0,0,"0,0%"
Toni Kroos,2019/2020 - Real Madrid,Spanish La Liga,€,51.5,Real Madrid CF,Germany,"31,11",CM,35,2655,4,5,1.9322033898305084,57,"35,1%","7,0%",1,664,531,295,1.0169491525423728,0.06779661016949153,1.4576271186440677,,,
Trent Alexander-Arnold,2019/2020 - Liverpool,English Premier League,€,110.8,Liverpool FC,England,"22,36",RB,38,3176,4,13,1.2468513853904282,44,"29,5%","9,1%",2,794,244,187,0.5950881612090679,0.08501259445843828,0.25503778337531485,,,
Vincent Aboubakar,2018/2019 - FC Porto,Portuguese Primeira Liga,€,8.2,Besiktas JK,Cameroon,"29,06",FW,8,459,4,1,2.9411764705882355,15,"46,7%","26,7%",6,115,459,92,0.3921568627450981,,0.7843137254901962,,,
Vinícius Júnior,2018/2019 - Flamengo,Brazilian Serie A,€,45.9,Real Madrid CF,Brazil,"20,59",LW,12,974,4,3,2.9568788501026697,32,"53,1%","12,5%",3,244,325,139,2.864476386036961,0.18480492813141686,2.4948665297741273,,,
Virgil van Dijk,2018/2019 - Liverpool,English Premier League,€,68,Liverpool FC,Netherlands,"29,60",CB,38,3385,4,2,0.8242245199409158,31,"25,8%","12,9%",1,846,1693,564,0.23929098966026588,0.02658788774002954,0.5849335302806499,,,
Wilfried Zaha,2019/2020 - Crystal Palace,English Premier League,€,43.8,Crystal Palace FC,Ivory Coast,"28,26",LW,38,3280,4,3,1.6737804878048779,61,"27,9%","6,6%",5,820,1093,469,4.472560975609756,0.43902439024390244,3.292682926829268,,,
Youssef En-Nesyri,2017/2018 - Málaga,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,25,1592,4,,2.71356783919598,48,"29,2%","8,3%",6,398,,398,1.0175879396984926,0.7914572864321608,1.8655778894472361,,1,
Youssef En-Nesyri,2019/2020 - Leganés,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,18,1383,4,2,2.6030368763557483,40,"42,5%","10,0%",6,346,692,231,1.0412147505422993,1.106290672451193,1.2364425162689805,,,
Youssef En-Nesyri,2019/2020 - Sevilla,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,18,790,4,,2.392405063291139,21,"38,1%","19,0%",4,198,,198,0.569620253164557,1.3670886075949367,1.2531645569620253,,,
Youssef En-Nesyri,2020/2021 - Sevilla,Spanish La Liga,€,41.2,Sevilla FC,Morocco,"23,71",FW,10,461,4,0,2.7331887201735356,14,"35,7%","28,6%",3,115,,115,0.39045553145336226,0.9761388286334056,1.9522776572668112,0,0,"0,0%"
Youssef En-Nesyri,2020/2021 - Sevilla,UEFA Champions League,€,41.2,Sevilla FC,Morocco,"23,71",FW,6,236,4,0,4.9576271186440675,13,"61,5%","30,8%",1,59,,59,1.1440677966101696,0.7627118644067796,2.669491525423729,0,0,"0,0%"
Abdülkadir Ömür,2017/2018 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,29,1935,3,6,1.1627906976744184,25,"36,0%","12,0%",1,645,323,215,2,0.18604651162790697,2.744186046511628,,,
Abdülkadir Ömür,2019/2020 - Trabzonspor,Turkish Super Lig,€,16.5,Trabzonspor,Turkey,"21,64",AM,14,1052,3,2,2.2243346007604563,26,"42,3%","11,5%",2,351,526,210,2.6520912547528517,0.17110266159695817,2.5665399239543727,,,
Achraf Hakimi,2020/2021 - Internazionale,Italian Serie A,€,70.2,FC Internazionale Milano,Morocco,"22,28",RB,10,575,3,2,1.8782608695652179,12,"50,0%","25,0%",3,192,288,115,1.4086956521739131,0.1565217391304348,1.2521739130434784,0,0,"0,0%"
Alphonso Davies,2019/2020 - FC Bayern München,German Bundesliga,€,80.6,FC Bayern München,Canada,"20,29",LB,29,2234,3,5,0.4834377797672337,12,"41,7%","25,0%",2,745,447,279,3.3034914950760967,0.2820053715308863,1.369740376007162,,,
Álvaro Morata,2016/2017 - Real Madrid,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,9,167,3,1,2.694610778443114,5,"60,0%","60,0%",,56,167,42,1.0778443113772456,2.155688622754491,3.2335329341317367,,,
Álvaro Morata,2019/2020 - Atlético de Madrid,UEFA Champions League,€,55.9,Juventus FC,Spain,"28,31",FW,8,485,3,1,2.4123711340206184,13,"53,8%","23,1%",5,162,485,121,0.9278350515463918,1.8556701030927836,2.597938144329897,0,0,"0,0%"
Álvaro Morata,2020/2021 - Juventus,Italian Serie A,€,55.9,Juventus FC,Spain,"28,31",FW,7,563,3,3,2.717584369449378,17,"29,4%","17,6%",3,188,188,94,1.4387211367673178,1.4387211367673178,2.3978685612788633,0,0,"0,0%"
Ángel Correa,2018/2019 - Atlético de Madrid,Spanish La Liga,€,42.4,Atlético de Madrid,Argentina,"25,93",RW,36,1920,3,2,1.5,32,"34,4%","9,4%",2,640,960,384,2.953125,0.515625,1.6875,,,
Antoine Griezmann,2020/2021 - Barcelona,Spanish La Liga,€,78.9,FC Barcelona,France,"29,90",FW,10,703,3,2,2.5604551920341394,20,"45,0%","15,0%",3,234,352,141,0.5120910384068279,0.12802275960170698,1.2802275960170697,0,1,"0,0%"
Arthur,2019/2020 - Barcelona,Spanish La Liga,€,48.8,Juventus FC,Brazil,"24,51",CM,21,1185,3,3,0.6075949367088608,8,"62,5%","37,5%",1,395,395,198,2.354430379746835,0.0759493670886076,3.3417721518987342,,,
Aymeric Laporte,2018/2019 - Manchester City,English Premier League,€,67.5,Manchester City FC,France,"26,72",CB,35,3057,3,3,0.7654563297350343,26,"26,9%","11,5%",3,1019,1019,510,0.08832188420019627,0.058881256133464184,0.5299313052011776,,,
Ben Chilwell,2019/2020 - Leicester City,English Premier League,€,52,Chelsea FC,England,"24,15",LB,27,2375,3,3,0.6063157894736843,16,"37,5%","18,8%",1,792,792,396,0.72,0.037894736842105266,1.1368421052631579,,,
Bruno Fernandes,2017/2018 - Sporting CP,UEFA Europa League,€,107.4,Manchester United FC,Portugal,"26,44",AM,6,567,3,3,3.8095238095238093,24,"41,7%","12,5%",3,189,189,95,2.2222222222222223,0.15873015873015872,2.5396825396825395,1,,"100,0%"
Bruno Fernandes,2018/2019 - Sporting CP,UEFA Europa League,€,107.4,Manchester United FC,Portugal,"26,44",AM,8,703,3,1,2.0483641536273116,16,"31,3%","18,8%",1,234,703,176,0.768136557610242,0.12802275960170698,1.536273115220484,,,
Bruno Fernandes,2019/2020 - Manchester United,UEFA Europa League,€,107.4,Manchester United FC,Portugal,"26,44",AM,5,362,3,1,5.966850828729282,24,"45,8%","12,5%",0,121,362,91,0.7458563535911602,0,0.9944751381215468,3,0,"100,0%"
Calvin Stengs,2018/2019 - AZ,Dutch Eredivisie,€,26,AZ Alkmaar,Netherlands,"22,16",RW,21,1693,3,4,2.4985233313644417,47,"38,3%","6,4%",7,564,423,242,1.6479621972829297,0.15948021264028353,0.47844063792085056,,,
Casemiro,2018/2019 - Real Madrid,Spanish La Liga,€,71.8,Real Madrid CF,Brazil,"28,98",DM,29,2316,3,,1.5544041450777202,40,"22,5%","7,5%",1,772,,772,0.6606217616580311,,1.9041450777202074,,,
Christian Pulisic,2016/2017 - Borussia Dortmund,German Bundesliga,€,66,Chelsea FC,United States of America,"22,41",LW,29,1515,3,6,1.900990099009901,32,"43,8%","9,4%",2,505,253,168,3.267326732673267,0.1782178217821782,1.9603960396039604,,,
Christopher Nkunku,2018/2019 - Paris Saint-Germain,French Ligue 1,€,41.2,RB Leipzig,France,"23,25",AM,22,1155,3,2,1.7922077922077921,23,"26,1%","13,0%",3,385,578,231,1.7922077922077921,,2.337662337662338,,,
